Monday 09 December 2019 17:29,1420.7.1560,release/1420 (commit hash : 0xE4D4BBB3)
Binding,ImageBlocks-dialogs,ImageBlocks-schemas,Master-schemas,Gui-dialogs,TrueTouch,PrintServer,ImageBlocks-unittest
lw.CLuaEdit.IsControl,1,0,0,1,0,0,0
lw.CLuaEdit.IsValid,1,0,0,1,0,0,0
lw.CLuaEdit.New,1,0,0,1,0,0,0
lw.CLuaFloatSlider.IsControl,1,0,0,1,0,0,0
lw.CLuaFloatSlider.IsValid,1,0,0,1,0,0,0
lw.CLuaFloatSlider.New,1,0,0,1,0,0,0
lw.CLuaFloatSpinEdit.IsControl,1,0,0,1,0,0,0
lw.CLuaFloatSpinEdit.IsValid,1,0,0,1,0,0,0
lw.CLuaFloatSpinEdit.New,1,0,0,1,0,0,0
lw.CLuaGrid.IsControl,1,0,0,1,0,0,0
lw.CLuaGrid.IsValid,1,0,0,1,0,0,0
lw.CLuaGrid.New,1,0,0,1,0,0,0
lw.CLuaGridSimple.IsControl,1,0,0,1,0,0,0
lw.CLuaGridSimple.IsValid,1,0,0,1,0,0,0
lw.CLuaGridSimple.New,1,0,0,1,0,0,0
lw.CLuaGroupBox.IsControl,1,0,0,1,0,0,0
lw.CLuaGroupBox.IsValid,1,0,0,1,0,0,0
lw.CLuaGroupBox.New,1,0,0,1,0,0,0
lw.CLuaHtmlView.IsControl,1,0,0,1,0,0,0
lw.CLuaHtmlView.IsValid,1,0,0,1,0,0,0
lw.CLuaHtmlView.New,1,0,0,1,0,0,0
lw.CLuaImageLayer.IsValid,1,0,0,1,0,0,0
lw.CLuaImageLayer.New,1,0,0,1,0,0,0
lw.CLuaImageView.IsControl,1,0,0,1,0,0,0
lw.CLuaImageView.IsValid,1,0,0,1,0,0,0
lw.CLuaImageView.New,1,0,0,1,0,0,0
lw.CLuaLayeredWnd.IsControl,1,0,0,1,0,0,0
lw.CLuaLayeredWnd.IsValid,1,0,0,1,0,0,0
lw.CLuaLayeredWnd.New,1,0,0,1,0,0,0
lw.CLuaOpenGlViewer.IsControl,1,0,0,1,0,0,0
lw.CLuaOpenGlViewer.IsValid,1,0,0,1,0,0,0
lw.CLuaOpenGlViewer.New,1,0,0,1,0,0,0
lw.CLuaPolygonLayer.IsValid,1,0,0,1,0,0,0
lw.CLuaPolygonLayer.New,1,0,0,1,0,0,0
lw.CLuaProgressBar.IsControl,1,0,0,1,0,0,0
lw.CLuaProgressBar.IsValid,1,0,0,1,0,0,0
lw.CLuaProgressBar.New,1,0,0,1,0,0,0
lw.CLuaRadio.IsControl,1,0,0,1,0,0,0
lw.CLuaRadio.IsValid,1,0,0,1,0,0,0
lw.CLuaRadio.New,1,0,0,1,0,0,0
lw.CLuaRangeSelection.IsControl,1,0,0,1,0,0,0
lw.CLuaRangeSelection.IsValid,1,0,0,1,0,0,0
lw.CLuaRangeSelection.New,1,0,0,1,0,0,0
lw.CLuaScintilla.IsControl,1,0,0,1,0,0,0
lw.CLuaScintilla.IsValid,1,0,0,1,0,0,0
lw.CLuaScintilla.New,1,0,0,1,0,0,0
lw.CLuaStatic.IsControl,1,0,0,1,0,0,0
lw.CLuaStatic.IsValid,1,0,0,1,0,0,0
lw.CLuaStatic.New,1,0,0,1,0,0,0
lw.CLuaZoomCtrl.IsControl,1,0,0,1,0,0,0
lw.CLuaZoomCtrl.IsValid,1,0,0,1,0,0,0
lw.CLuaZoomCtrl.New,1,0,0,1,0,0,0
lw.CheckBox,1,0,0,1,1,0,0
lw.ChildDialog,1,0,0,1,0,0,0
lw.ColorDialog,1,0,0,1,0,0,0
lw.ComboBox,1,0,0,1,0,0,0
lw.CopyImageToClipboard,1,0,0,1,0,0,0
lw.CopyTextToClipboard,1,0,0,1,0,0,0
lw.Dialog,1,0,0,1,1,0,0
lw.DialogEx,1,0,0,1,0,0,0
lw.DialogOld,1,0,0,1,0,0,0
lw.Edit,1,0,0,1,1,0,0
lw.FileDialog,1,0,0,1,0,0,0
lw.FloatSlider,1,0,0,1,1,0,0
lw.FloatSpinEdit,1,0,0,1,0,0,0
lw.FolderDialog,1,0,0,1,0,0,0
lw.FolderPickerDialog,1,0,0,1,0,0,0
lw.GetImageFromClipboard,1,0,0,1,0,0,0
lw.GetKeyboardState,1,0,0,1,0,0,0
lw.GetMainWnd,1,0,0,1,0,0,0
lw.GetTextFromClipboard,1,0,0,1,0,0,0
lw.Grid,1,0,0,1,0,0,0
lw.GridSimple,1,0,0,1,0,0,0
lw.GroupBox,1,0,0,1,0,0,0
lw.HtmlView,1,0,0,1,0,0,0
lw.ImageLayer,1,0,0,1,0,0,0
lw.ImageView,1,0,0,1,0,0,0
lw.InputBox,1,0,0,1,0,0,0
lw.IsControl,1,0,0,1,0,0,0
lw.KillTimer,1,0,0,1,0,0,0
lw.LayeredWnd,1,0,0,1,1,0,0
lw.MessageBox,1,0,0,1,0,0,0
lw.MultiFileDialog,1,0,0,1,0,0,0
lw.NewControl,1,0,0,1,0,0,0
lw.OpenGlViewer,1,0,0,1,0,0,0
lw.PolygonLayer,1,0,0,1,0,0,0
lw.ProgressBar,1,0,0,1,1,0,0
lw.Radio,1,0,0,1,1,0,0
lw.RangeSelection,1,0,0,1,0,0,0
lw.RemoveIllegalFilenameCharacters,1,0,0,1,0,0,0
lw.Scintilla,1,0,0,1,0,0,0
lw.SetTimer,1,0,0,1,0,0,0
lw.Static,1,0,0,1,1,0,0
lw.Win32.ColorDialog,1,0,0,1,0,0,0
lw.Win32.CopyImageToClipboard,1,0,0,1,0,0,0
lw.Win32.CopyTextToClipboard,1,0,0,1,0,0,0
lw.Win32.FileDialog,1,0,0,1,0,0,0
lw.Win32.FolderDialog,1,0,0,1,0,0,0
lw.Win32.FolderPickerDialog,1,0,0,1,0,0,0
lw.Win32.GetImageFromClipboard,1,0,0,1,0,0,0
lw.Win32.GetKeyboardState,1,0,0,1,0,0,0
lw.Win32.GetTextFromClipboard,1,0,0,1,0,0,0
lw.Win32.InputBox,1,0,0,1,0,0,0
lw.Win32.MessageBox,1,0,0,1,0,0,0
lw.Win32.MultiFileDialog,1,0,0,1,0,0,0
lw.Win32.RemoveIllegalFilenameCharacters,1,0,0,1,0,0,0
lw.ZoomCtrl,1,0,0,1,0,0,0
lw.environment.KillTimer,1,0,0,1,0,0,0
lw.environment.SetTimer,1,0,0,1,0,0,0
math.abs,1,1,1,1,1,1,1
math.acos,1,1,1,1,1,1,1
math.asin,1,1,1,1,1,1,1
math.atan,1,1,1,1,1,1,1
math.atan2,1,1,1,1,1,1,1
math.ceil,1,1,1,1,1,1,1
math.cos,1,1,1,1,1,1,1
math.cosh,1,1,1,1,1,1,1
math.deg,1,1,1,1,1,1,1
math.exp,1,1,1,1,1,1,1
math.floor,1,1,1,1,1,1,1
math.fmod,1,1,1,1,1,1,1
math.frexp,1,1,1,1,1,1,1
math.ldexp,1,1,1,1,1,1,1
math.log,1,1,1,1,1,1,1
math.log10,1,1,1,1,1,1,1
math.max,1,1,1,1,1,1,1
math.min,1,1,1,1,1,1,1
math.mod,1,1,1,1,1,1,1
math.modf,1,1,1,1,1,1,1
math.pow,1,1,1,1,1,1,1
math.rad,1,1,1,1,1,1,1
math.random,1,1,1,1,1,1,1
math.randomseed,1,1,1,1,1,1,1
math.sin,1,1,1,1,1,1,1
math.sinh,1,1,1,1,1,1,1
math.sqrt,1,1,1,1,1,1,1
math.tan,1,1,1,1,1,1,1
math.tanh,1,1,1,1,1,1,1
module,1,0,0,1,0,1,1
newproxy,1,1,1,1,1,1,1
next,1,1,1,1,1,1,1
os.clock,1,0,0,1,0,1,1
os.date,1,0,0,1,0,1,1
os.difftime,1,0,0,1,0,1,1
os.execute,1,0,0,1,0,1,1
os.exit,1,0,0,1,0,1,1
os.getenv,1,0,0,1,0,1,1
os.remove,1,0,0,1,0,1,1
os.rename,1,0,0,1,0,1,1
os.setlocale,1,0,0,1,0,1,1
os.time,1,0,0,1,0,1,1
os.tmpname,1,0,0,1,0,1,1
pairs,1,1,1,1,1,1,1
pcall,1,1,1,1,1,1,1
print,1,1,1,1,1,1,1
rawequal,1,1,1,1,1,1,1
rawget,1,1,1,1,1,1,1
rawset,1,1,1,1,1,1,1
require,1,0,0,1,0,1,1
select,1,1,1,1,1,1,1
setfenv,1,1,1,1,1,1,1
setmetatable,1,1,1,1,1,1,1
string.byte,1,1,1,1,1,1,1
string.char,1,1,1,1,1,1,1
string.dump,1,1,1,1,1,1,1
string.find,1,1,1,1,1,1,1
string.format,1,1,1,1,1,1,1
string.gfind,1,1,1,1,1,1,1
string.gmatch,1,1,1,1,1,1,1
string.gsub,1,1,1,1,1,1,1
string.len,1,1,1,1,1,1,1
string.lower,1,1,1,1,1,1,1
string.match,1,1,1,1,1,1,1
string.rep,1,1,1,1,1,1,1
string.reverse,1,1,1,1,1,1,1
string.sub,1,1,1,1,1,1,1
string.upper,1,1,1,1,1,1,1
table.concat,1,1,1,1,1,1,1
table.foreach,1,1,1,1,1,1,1
table.foreachi,1,1,1,1,1,1,1
table.getn,1,1,1,1,1,1,1
table.insert,1,1,1,1,1,1,1
table.maxn,1,1,1,1,1,1,1
table.remove,1,1,1,1,1,1,1
table.setn,1,1,1,1,1,1,1
table.sort,1,1,1,1,1,1,1
tonumber,1,1,1,1,1,1,1
tostring,1,1,1,1,1,1,1
trim,1,0,0,1,0,0,0
type,1,1,1,1,1,1,1
unpack,1,1,1,1,1,1,1
xpcall,1,1,1,1,1,1,1
